solve_id,date,total_time,scramble,solution,turns,tps,move_times,analysis_type,device_name,session_name,raw_solution,raw_timestamps,gyro_data,cross_face,cross_moves,cross_time,cross_execution_time,f2l_pair1_moves,f2l_pair1_time,f2l_pair1_recognition_time,f2l_pair1_execution_time,f2l_pair2_moves,f2l_pair2_time,f2l_pair2_recognition_time,f2l_pair2_execution_time,f2l_pair3_moves,f2l_pair3_time,f2l_pair3_recognition_time,f2l_pair3_execution_time,f2l_pair4_moves,f2l_pair4_time,f2l_pair4_recognition_time,f2l_pair4_execution_time,oll_case_id,oll_moves,oll_time,oll_recognition_time,oll_execution_time,pll_case_name,pll_moves,pll_time,pll_recognition_time,pll_execution_time
287806,2026-03-17T14:17:09.225Z,32458,L2 U' L2 U R2 D2 F2 D2 F2 D F2 L U R U F D F2 L2 D2 B L2,y' z2' F D' R U' R2' L2 F' L' F' R F R' F2 R' D' R L2' L U' R2 R' U' R M M U2' M2' L' B' L R U' R' U2' L F L' U2' R U2' R' U' R U' R' U' F R U' R' U' R U R' F' R U R' U' R' F R F' U' M U M' M2' U' M U2 M' U M2' U3',77,2.3722965062542363,"0 0 0 149 717 837 1408 1827 2008 2249 2787 2937 3117 3299 3599 3717 3867 4050 5399 6150 6387 6837 8667 8908 9117 9837 10559 10917 11405 11937 12058 12537 13137 13257 13408 13737 13891 14037 14100 14937 15058 15599 15687 15837 15927 16048 16167 16977 17577 17727 17787 17850 17937 18002 18117 18177 18267 18359 18449 18509 18627 18777 18900 19077 19137 20427 21035 21508 21687 28439 29250 29487 29787 30000 31017 31437 32458",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287803,2026-03-17T14:16:14.604Z,46024,R2 F2 D' R2 U' L2 U2 B2 U' L2 U2 F' U2 R' D2 L F U B R B2 D' L2,y2' U R2 D' L D2 L' D2' L D' L' D' R D' R' D' R' D R R' M' D2' L' D L L' L2' L U' R2 U' R U' R' R' U' R U M' R' R U2' L F L' U' R' U R U2' L' B' L U' R U2' R' U' R U' R' U R U R' F' R U R' U' R' F R2 U' R' M' U M' U2' M U' M' U U' M2' U' M' U M' M2' U' M' U2 M U M2' U' M' U2' M' M2' U2' M2',103,2.237962802016339,"0 0 329 869 1082 1379 1559 1919 2099 2341 2700 5882 6059 6179 6299 7350 7619 7949 8129 8641 8647 8969 9091 9150 9332 11491 12991 13319 13591 14009 15869 16379 16473 16592 18241 18900 19169 19892 20256 20669 20969 21269 21359 21541 21659 22319 22469 22619 22741 23459 23999 24119 24209 25019 25142 25709 25833 25979 26099 26159 26219 26969 27329 27449 27542 27691 27779 27842 27929 27992 28110 28292 28559 28619 28709 31799 31919 32193 33329 33993 34259 34447 34741 36269 36875 37379 37529 37650 37859 40350 40529 40685 41069 41429 41879 42329 43709 43865 44279 44400 45034 45842 46024",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287801,2026-03-17T14:14:47.838Z,29405,U R2 D L2 U2 B2 D2 F2 U L2 U' R B L2 D L' B U F2 U2 L' F',y x' F' B' L' B' L B' L B' L' B B' R B' R' B' R' B M' B2' L' B L L U R2' U2' R' U R U2' U2 L F L' U' L' B' L U2' F R' F' R U R U' R' U2' R U R' F' R U R' U' R' F R2 U' R' U' M' U M' U M U' M' U2' M' U2 M U' M2' U M2',79,2.686617922122088,"0 0 0 34 510 690 960 1140 1382 1623 1860 2790 3240 3390 3540 3633 4620 4800 5370 6096 6420 6510 6600 6810 8223 8520 8701 10110 13020 13170 13323 13920 15000 15182 15332 15450 16320 16440 16560 16621 18450 18960 19082 19170 19292 19383 19441 19532 19591 20342 20400 20492 20641 20791 20850 20942 21000 21150 21270 21391 21510 21570 21633 22532 22957 23160 23400 23760 23916 24120 24216 26283 26440 26882 27150 27570 28410 28982 29405",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287799,2026-03-17T14:13:22.089Z,33628,B2 U F2 D' B2 L2 D R2 D2 L2 B2 F R D2 L' F' D' R B2 L' B2 R2,x2' B' L' D U' L D' U2 R U' R' U' R U' R' U' L U' L' L' B L U R2' U' R U' R' U' R U' R' U R U' R' R' U' R R' U R U U' M U' M' U2' R' U R R' U' R L' B' L U' R U R' U R U2' R' U2' R U R' F' R U R' U' R' F R2 U' R' U' M' U M' U M U' M' M2' U' M' U2 M U2' M2' U' M U2' M' U2' M2' U2',101,3.0034495063637445,"0 0 241 509 1229 1469 2191 4050 4169 4228 4318 4409 4528 4709 4769 4918 5341 5458 5578 7501 7918 8191 8368 8522 9028 9628 9719 9779 9869 9991 10142 10291 10351 10469 10501 10559 13769 14128 14369 14668 14879 15000 15391 15958 16299 16501 16656 16978 17128 17518 17668 18090 18209 18269 19258 19379 19441 20368 20759 21000 21091 21150 21209 21360 22018 22768 22859 22950 23069 23188 23251 23341 23491 23551 23791 23799 23909 23968 24028 25291 25447 25559 25769 26009 26128 26309 26369 28297 28470 28625 29128 29400 29942 30757 32100 32255 32609 32734 33241 33424 33628",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287796,2026-03-17T14:12:13.119Z,25800,R2 B2 D2 R2 U2 R2 D' B2 U2 B2 U2 R B' D' L B2 U R2 D2 L B' L2,R F2 U2 R' D' R M L' D L L2 U R2' R' U U R U R U R' U2 R U' R' U R' U R U2' R' U R U2 F R U R' U' F' U' R U R' F' R U R' U' R' F R2 U' M' R' U' M' U M U M' U M' U M U' M' U' M' U2' M2' U2' M',73,2.8294573643410854,"0 242 960 3241 3510 3601 4260 4532 4770 4920 6510 6720 6899 8191 8371 9091 9241 9570 9691 9900 10110 10470 10591 10682 10741 12092 12240 12600 12720 12900 12991 13082 13142 13860 14191 14400 14519 14581 14669 14792 15482 15932 16049 16170 16291 16350 16442 16501 16592 16650 16710 16833 16983 17432 17432 18720 18992 19110 19598 20282 20490 20641 20919 21120 21216 21720 21848 24299 24991 25320 25533 25741 25800",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287794,2026-03-17T14:10:52.013Z,44913,L2 F2 R2 D2 F2 R2 D' B2 U2 R2 F U L2 F D R F U2 B L D2,x B R F' R' F2 L' F' L L2 D2' L' D D' R D' R' D' M D' M' D2 R F R' L2' U' R2 U2' R' U' R R U' R' U' R U R' U2' R U R' U R U R' U R U2' R' U' R U R' F' R U R' U' R' F R2 U' R' M' M' U M U M' U M' U M U' M' U M' U2' M U M2' U M' U2' M U2 M2' U M' U2' M',93,2.070669961926391,"0 0 271 600 780 1113 1234 1380 1530 4562 6090 6390 6871 7500 7680 7800 7921 9512 9828 10050 10236 10681 10862 11100 11163 14190 14490 14700 16323 16530 16740 16747 17612 17700 17763 19980 20072 20190 20284 20464 20522 20613 20671 21362 21480 21690 21813 21900 22022 22139 22263 24540 24663 24750 24871 25021 25080 25172 25231 25322 25413 25500 25622 25680 26072 26100 29280 29463 29730 30780 30990 31140 31413 31921 32620 32822 32970 35613 35920 36180 36570 37140 37622 39780 40080 40412 40562 41312 41830 44013 44286 44640 44913",Roux,MG3iXXX,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287791,2026-03-17T14:09:28.332Z,13978,U' R2 D F2 U' R2 U2 B2 L2 D F2 B U R2 F R' U L D' R2 D R',z2' D R B D2 R D' U R' U' R U F U F' U' B U2' B' U' B B' B U B' U' U' L U2' L' U L U' L' U F' U' F U2' F' U F R B U B' U' B U B' U' R' U2' B' U' R' B U B' U' B' R B2 U' B' U' B U B' U B U,72,5.150951495206754,"0 0 238 508 1051 1378 1888 2158 2551 2728 3091 3418 3627 3718 3778 4468 4650 4859 4918 5158 5251 5428 5488 5578 5668 5908 6868 7050 7259 7318 7411 7501 7559 7618 8578 8700 8850 9000 9178 9238 9301 9388 10318 10468 10588 10651 10768 10890 10978 11038 11128 11251 11909 12178 12268 12420 12510 12601 12660 12751 12838 12928 13050 13109 13228 13318 13438 13588 13678 13769 13888 13978",CFOP,MG3iXXX,Default Session,,,,U,"z2' D R B D2 R D'",1888,1888,"U R' U' R U F U F'",1890,270,1620,"U' B U2' B' U' B B' B U B'",1890,690,1200,"U' U' L U2' L' U L U' L'",1950,240,1710,"U F' U' F U2' F' U F",1770,960,810,47,"R B U B' U' B U B' U' R'",1863,930,933,F,"U2' B' U' R' B U B' U' B' R B2 U' B' U' B U B' U B U",2727,658,2069
287779,2026-03-17T13:56:09.038Z,20940,B2 D' L2 F2 U' L2 D2 L2 U B2 L2 B' L U' B2 L' D2 B D' L2 B2 D2,z2' L' U' L' B F D' L D' L L' F U' F' U2' L U L' U' F' U' F B' U' B U2 B' U' B U' L U L' U U2' U R' U R B' R B R' U' U L U2' L2' B L B' U2' L' B L B' U' B L U' L' U' L U L' B' L U L' U' L' B L B',74,3.533906399235912,"0 0 149 269 390 839 1560 1800 2131 2490 2699 3689 3809 3931 5249 5373 5580 5671 5790 6270 6389 6481 7409 7531 7619 8430 9359 9539 9960 10170 10319 10382 10440 11310 12090 12931 13139 13349 13560 13680 13807 13922 13950 14731 15451 15659 15809 15991 16140 16410 16499 16769 17160 17249 17431 17490 18540 18719 18940 18990 19389 19530 19621 19739 19799 19860 19919 20069 20101 20221 20521 20640 20849 20940",CFOP,MG3iXXX,Default Session,,,,U,"z2' L' U' L' B F D' L D'",2131,2131,"L L' F U' F'",1800,359,1441,"U2' L U L' U' F' U' F",2550,1318,1232,"B' U' B U2 B' U' B U' L U L'",3959,928,3031,"U U2' U R' U R B' R B R'",3510,870,2640,0,"U' U L U2' L2' B L B' U2' L' B L B'",3540,781,2759,Y,"U' B L U' L' U' L U L' B' L U L' U' L' B L B'",3450,1050,2400
287777,2026-03-17T13:55:21.884Z,18062,L2 F2 U' B2 L2 D L2 B2 L2 B2 U R U B L' F2 R' B' R2 F' U' B2 U2,z2' U' R' F R' B' R' L2' U R' U R U L' U2 L U' B' U B R' U2' R U' F' U F U' B U B' U' F U' F' U' R' U' R U B' R B R' U2' L' B' U' B U' L U L' U L U2' L U L' B' L U L' U' L' B L2 U' L' U,70,3.8755398073303065,"0 0 211 421 600 1141 2071 2401 3090 3241 3512 3870 4891 5041 5341 5431 5670 6180 6361 6451 7321 7531 7711 7921 8491 8612 8702 8912 9420 9540 9630 9930 10080 10171 10290 12121 12241 12391 12480 12600 12961 13080 13200 13263 14313 14431 14581 14761 14940 15180 15300 15391 15481 15571 15750 16470 16563 16651 16801 16950 17013 17100 17163 17312 17581 17640 17790 17850 17971 18062",CFOP,MG3iXXX,Default Session,,,,U,"z2' U' R' F R' B' R' L2'",2401,2401,"U R' U R U L' U2 L U' B' U B",4050,689,3361,"R' U2' R U' F' U F",2251,870,1381,"U' B U B' U' F U' F'",1588,210,1378,"U' R' U' R U B' R B R'",2973,1831,1142,51,"U2' L' B' U' B U' L U L' U L",2487,1050,1437,Jb,"U2' L U L' B' L U L' U' L' B L2 U' L' U",2312,720,1592
287386,2026-03-17T10:36:59.748Z,46143,U' L2 F2 L2 U' F2 R2 F2 D2 R2 U' L U' F L D2 F2 U' B' D2 B2,y' x' L' F' L2 F2' R' B2 R B' M' L B' L' L L' L' D R D R' D' L D' L' L2 U R2' U R' U R U2' R' U R R U' R' U M2' R U' R' U2' R U R' F' R U R' U' R' F R2 U' R' U M' U M U' M' U M' M2' U' M U2 M' U' U2' M2' U M U2' M' U' U M2' U' U U U U2' U2 M' U2' M U2,91,1.972130117244219,"0 0 0 180 512 900 3240 3540 3632 4021 4995 5340 5520 5701 6240 6600 9781 11765 11970 12124 12211 12450 12633 12783 12960 14281 14580 14769 15450 17730 17850 17971 18367 18515 18690 18931 19890 19954 20041 21515 22032 22291 22410 22532 24183 24300 24511 24753 24900 24960 25084 25140 25233 25353 25411 25592 25741 25834 27153 27514 28381 29160 30089 30240 30449 30673 33634 33901 34153 34474 34755 35580 36721 36939 38880 39342 39721 40050 40891 41313 41686 41913 42330 42901 43861 44280 44940 45395 45601 45720 46143",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287358,2026-03-17T10:21:55.835Z,41639,B2 U2 F2 L2 D L2 B2 U B2 L2 D F L' F R' U F2 L' F' D' B2 R2,x2' D R2' E L' D2' R U2' R' U R U2' R' U R U' M U2' R' U R U2' M U U' R U R' M' U2 R U' R' U' R U2' R' U' R U' R' U2' R U2' R' U' R U' R' U2' R U R' F' R U R' U' R' F R2 U' R' M' M2' U' M' U U' U M' U M U' M' U2' M2' U M U2' M' U2' M2',83,1.9933235668483873,"0 0 416 1270 4106 4346 8462 10679 10826 11006 11158 11696 11879 12119 12326 13438 14126 14457 14546 14788 14966 16826 17109 17666 18152 18296 18416 18538 19212 19439 19526 19591 19679 21360 21598 21812 21896 21986 22106 22226 22318 23306 23456 23668 23759 23879 23999 24056 24147 24960 25046 25136 25256 25406 25467 25560 25618 25706 25799 25858 25977 26038 26457 26486 27986 28199 28387 28526 29096 30179 31001 31226 31440 31616 31736 35336 35640 38936 39270 39537 39657 41188 41639",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287354,2026-03-17T10:20:03.648Z,41370,R2 B2 D B2 U' R2 F2 R2 U L2 U' F U' R2 F2 R' U2 L D B2 U',y2' x L2' F' M2' F2' L' F L L' U2 R U' R' U' U' M' U2 L U L' L U L' M' L U' L' L F' L' U' R2 U2' R U2' R' M' U2 R U' R' R' U' R U2' R' U' R U2' R U2' R' U' R U' R' U R U R' F' R U R' U' R' F R2 U' R' M' U M' S' U2 S M2' U' M' U2 M U2' M2' U M U2' M' M2',89,2.1513173797437757,"0 0 0 421 1078 1678 1828 2008 2308 4169 5068 5157 5247 5398 5548 7438 7533 8040 8220 8368 8488 12181 12628 12838 13541 13861 14158 14308 15568 15868 16168 16438 16708 17159 17278 17489 17820 17831 18120 18208 18268 18388 20101 20400 20490 20999 21118 21300 21358 22589 22708 22948 23068 23248 23368 23460 23549 24118 24268 24388 24478 24628 24690 24780 24868 24988 25141 25198 25348 25438 25528 26608 26758 26968 31502 31862 32188 35170 35758 36239 36808 37142 37502 37863 39210 39422 40530 40724 41370",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287352,2026-03-17T10:19:03.519Z,28136,U2 R2 D R2 D' L2 U L2 F2 L2 F2 B U L' D2 B2 U' R U' B' L2 U2,x D' B2' L' F L R2' F' R F' R' F' L F L' L' U R2 U L F L' R' U' R U' M' U2' L' B' L U2' F R' F' R U R U' R' U' F R U' R' U' R U R' F' R U R' U' R' F R F' U' M' U M' U M U' M' M U2' M' U U' M2' U M' U2' M U2' M2' U2' M2',80,2.8433323855558714,"0 0 445 716 866 1015 1468 2005 2186 2307 2400 2635 2755 2879 2966 5548 6205 6475 7675 7916 8035 8125 9328 9475 9565 11035 11197 11515 11605 11815 11910 12628 13045 13196 13378 13468 13555 13675 13736 13828 15268 16587 16707 16765 16828 16915 17035 17095 17187 17245 17307 17427 17486 17635 17726 17817 17938 18088 19196 19567 19735 19990 20155 20377 20548 20726 23006 23275 23395 24059 24778 25315 26487 26726 26938 27086 27565 27716 27956 28136",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287350,2026-03-17T10:17:44.686Z,15512,L D' F' R2 U B2 R2 U' F2 D2 B2 L D' F' L' U' F2 D2 B2 D',z2 y' U2' R2' U2' U F2 U2' B2' D' U R U' R' U' R U' R' U' R U2' R2' U' R U' L' U' L U' R U R' L U2' L' U L U L' R U R' U2' R U R' U' x l R D R' U2' R D' R' U2' R' U M2' U M' U2' M U R2' L2 D',68,4.383702939659618,"0 0 0 332 573 1053 1380 1620 2013 2551 2880 2975 3060 3152 3270 3332 3571 3660 4021 4172 4352 4740 4830 4894 5945 6454 6512 6660 7386 7772 7921 7980 8820 9000 9092 9212 9305 9390 9453 10413 10470 10590 10718 10831 10922 10980 11550 12031 12190 12242 12300 12453 12660 12750 12961 13021 13230 13294 13801 14580 14641 14767 15001 15179 15270 15452 15452 15512",CFOP,WCU_MY32_7776,Daily Scramble,,,,U,"z2 y' U2' R2' U2' U F2 U2' B2' D'",2551,2551,"U R U' R' U' R U' R' U' R U2' R2' U' R",2343,329,2014,"U' L' U' L",1766,1051,715,"U' R U R' L U2' L' U L U L'",2793,726,2067,"R U R' U2' R U R'",1527,960,567,22,"U' x l R D R' U2' R D' R' U2' R'",2314,570,1744,Ua,"U M2' U M' U2' M U R2' L2 D'",2218,507,1711
287339,2026-03-17T10:06:55.570Z,15540,L2 F2 U F2 D L2 D2 L2 B2 U L2 R F2 U2 R' U2 L F' U' F2 D L2,x2' L' D L' B D' F' D' U R' U' R U B' U B U' B U' B' F U' F' R R' F' U' F U R' U' R U R' U2' R2 U R2' U R U L F L' R U R' U' L F' L' R2 D B' U B' U' B D' R2' F' U F U2',64,4.1184041184041185,"0 0 149 332 689 1680 2040 2579 3299 3389 3599 3719 3899 4320 4440 4499 4619 4829 4919 5099 5670 5819 5909 6781 7019 7259 7499 7561 7949 8341 8640 8759 9149 9329 9572 9719 9840 9989 10139 10259 11253 11492 11641 11699 11911 12031 12120 12239 12361 12629 12749 13739 13894 14009 14099 14219 14343 14429 14520 14789 14909 15122 15269 15540",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285886,2026-03-16T22:12:06.094Z,33330,U' R2' U' L2' F2' R2' B2' U' F2' U R2' L' U' L U2' F D2' F' R' F' D' B2' R2',x U B U' L' F' L F L' U' U R' U' R U L' U L U2' R2 R U' R' U2' M' U2' R' U R U R U' R' U' R U' R' U R U' R' U' R U2' R2' U' R2 U' R2' U2' R U R U R' F' R U R' U' R' F R2 U' R' U' M U' M' U M' U2' M U U2' M2' U U2' U2' M' U2' M',82,2.4602460246024602,"0 0 79 784 2358 2488 2536 3124 5179 5528 6317 6799 6919 6980 7218 7337 7467 7583 11108 11368 13750 13817 13997 14667 14731 15257 15538 15618 15686 16622 16706 16758 16878 16937 17004 17189 17306 17356 17477 17490 17605 18327 18606 18795 19198 19221 19396 19518 19939 20247 20248 21116 21785 22138 22218 22337 22400 22519 22586 22637 22757 22818 22937 23004 23057 24258 24677 24925 24991 26946 27081 27379 28044 28801 29001 29418 30387 30935 31997 32528 32779 33330",Roux,GANicV2S_BC8F,Freeplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285867,2026-03-16T22:09:22.178Z,24543,F2' D R2' D B2' U B2' D L2' F2' U2' L' F' R F R' F' L2' B' D B' U2',z2' B D2 B' R' D2 F U F' U2' L U' L' U R U R' U F' U' F B U B' F U2' F' U' B U B' U' F U2' F' U' F U F' U B U B' U B' R B R' U2' B' R B R' U' U' B U' B' U' B U B D B' U' B D' B2' B U2' B' U,72,2.933626696002934,"0 0 239 422 540 1440 2323 2406 2458 2879 3340 3426 3544 5682 6165 6301 6701 6900 7019 7201 7268 8140 8168 8219 10559 10743 10859 11412 11579 11699 11826 13366 14140 15959 16140 16379 16559 16680 16739 17744 18046 18128 18248 18360 18481 18600 18780 18911 19076 19265 19265 19503 19565 20049 20801 21220 21302 21420 21539 21668 21720 21905 21958 22140 22322 22722 23260 23834 24008 24309 24425 24543",CFOP,GANicV2S_BC8F,Freeplay,,,,U,"z2' B D2 B' R' D2",1440,1440,"F U F' U2' L U' L'",2104,883,1221,"U R U R' U F' U' F",3724,2138,1586,"B U B' F U2' F' U' B U B'",4558,872,3686,"U' F U2' F' U' F U F'",4913,1540,3373,16,"U B U B' U B' R B R' U2' B' R B R'",2826,1005,1821,Ra,"U' U' B U' B' U' B U B D B' U' B D' B2' B U2' B' U",4978,484,4494
285785,2026-03-16T21:55:09.983Z,14719,U B2 R2 D2 R2 U R2 F2 L2 B2 U2 L' U B2 R D2 R U' B R F U,y' z2' E L' B F D' L U' U U' L U' L' U2 L U' L' U U' B U B' U2 F' U' F U' F U F' U F U' F' U2 B U' B' U' B U' B' U B U' B' U' B U2' B' U' B U' B' R B U' B' U' B U B' R' B U B' U' B' R B R' U2,73,4.959576058156125,"0 0 0 153 319 666 1201 1350 2419 2722 2785 2971 3020 3206 3505 3506 3620 3687 4643 4822 5410 5480 5894 6262 6731 6867 6982 7646 8006 8120 8182 8421 8604 8665 8718 9239 9318 9386 9438 9558 9689 9859 9991 10039 10157 10158 10286 10924 11006 11239 11361 11609 11792 11912 11959 12913 13046 13099 13161 13229 13344 13399 13458 13580 13646 13698 13829 13948 14064 14118 14299 14419 14719",CFOP,GANicV2S_BC8F,Default Session,,,,U,"y' z2' E L' B F D' L",1350,1350,"U' U U' L U' L' U2 L U' L'",2337,1069,1268,"U U' B U B' U2 F' U' F",3295,956,2339,"U' F U F' U F U' F'",1736,664,1072,"U2 B U' B' U' B U' B' U B U' B'",1568,521,1047,25,"U' B U2' B' U' B U' B'",1673,638,1035,Y,"R B U' B' U' B U B' R' B U B' U' B' R B R' U2",2760,954,1806
285781,2026-03-16T21:54:34.963Z,19760,B2 L2 U F2 D B2 U' B2 U B2 U F R' D2 F' L' B' L' B2 R B U2,z2' R B2 U L2' D' L' D' U' R' U R U R' U R F' U F U' U B U B' B' U' B U L' U L U F' U F U L' U' L R U2 R2' U' R2 U' R' U' F U R U' R' U R U' R' F' U2' R B' R F2' R' B R F2' R2',67,3.3906882591093113,"0 0 196 965 1282 1737 2283 2554 2719 2901 2967 3138 3200 3319 3558 3617 3958 3986 4102 5043 5725 6180 6378 6778 7330 7396 7462 9000 9569 9685 9800 10086 10639 10756 10887 11605 11940 12024 12078 13026 13227 13698 13826 13999 14064 14179 15014 15199 15484 15565 15616 15682 15866 15979 16100 16171 16283 17602 18390 18436 18622 18752 18923 19206 19396 19642 19760",Roux,GANicV2S_BC8F,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284844,2026-03-16T15:33:45.776Z,30219,R2 B2 R2 F2 D B2 L2 F2 D B2 D' L' D' B' D2 R2 B D F R' B' L2,z' S' D' B R' U R M' R' F' R L F' R2 R F' R' F' R F' R' F R F' R' F' F' R' F R F M F M' R' F' R F2 D R F R' F' D' D R F' R' F' R F R' D' R F R' F' R' D R D' F' M' F M F M' F M' F M F' M' F L' R U2' M' U M2' U M2',82,2.7135246037261322,"0 0 389 751 1920 2042 2160 4805 5249 5429 5549 6989 7229 7563 8070 8163 8221 8310 8402 8580 8729 8969 9122 9209 9272 10709 11281 11429 11609 11730 12361 13148 13409 13920 14102 14250 14281 15061 15329 15514 15631 15723 15779 15930 17699 17881 17940 18002 18059 18150 18243 18300 18390 18450 18569 18630 18749 18869 18964 19110 19202 20790 20971 21121 21396 23641 23947 24124 24305 24449 24633 24781 24874 26940 27242 27689 28110 28237 29099 29369 29939 30219",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284840,2026-03-16T15:32:47.817Z,46294,U R2 D' B2 U F2 U F2 R2 B2 U2 L U2 B L' U' B R2 B2 U B' L2,z2' B' L' L' F F' F D' U2' D' F' D U' B U B' U' B U2' B' L U' L' U2 R U R' U2' R U R' R' U' R R' U R U' M U M' U2' L' B' L M' U' S' U2 S U F R' F' R U R U' R' U' U R U R' F' R U R' U' R' F R2 U' R' M' U M' U M' U M U' M' U M' U2' M U2 M2' U' M2' U2' M2' U2' M2',95,2.052101784248499,"0 0 298 1976 3209 3597 9176 10259 10677 11696 13347 13558 15330 16257 16377 16467 16799 16886 17188 17278 17906 18026 18148 18447 19106 19199 19257 19437 19617 19737 19799 21688 21777 21897 23906 24118 24211 24600 24903 25167 25384 25737 26006 26518 26790 27896 28137 28888 29252 29853 30897 31498 31589 31767 31857 31977 32039 32127 32186 33027 34137 34320 34438 34528 34680 34766 34893 34947 35007 35097 35159 35279 35494 35640 37353 38429 38613 38847 39035 39330 39543 39747 39845 42537 43053 43319 43417 44130 44616 45117 45335 45658 45786 46048 46294",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284830,2026-03-16T15:31:08.355Z,21899,D' L2 U B2 D2 L2 D F2 L2 B2 U2 F R2 D2 F' R' B' R' D R' F D2,y R2' U2' L' D' L D2' L' D L L B L L' L U' R2 U2 R' U2' R2 U R' U R' U2' R U R' U' R U2' F R' F' R U R U' R' U M' M' M2' U M U' M U' M' U M' M' U2' M U' M2' U' M' U2' M3' U2' M2' U2' M2' U2',66,3.0138362482305125,"0 0 330 1020 1319 1471 1651 1713 1804 1953 2851 3030 3479 3570 4289 4560 5010 5790 5911 6119 6329 6512 6599 7050 7203 7412 7530 7711 7799 7920 7979 8939 9299 9392 9512 9809 9899 10019 10079 10169 11039 11311 12359 14080 14369 14609 14879 15031 15244 15392 15569 15725 17369 17491 17673 18359 18569 19739 19889 20131 20825 21152 21304 21514 21636 21899",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284824,2026-03-16T15:30:19.401Z,25176,D2 F2 R2 U R2 F2 U R2 F2 R2 D' R' D' L2 B2 R B2 D' L F' U' L2,y x F2' R' B R M L' B L L2 F' L' U' R2 U R' U R U' M' U2 R U' R' U3 M2' L' B' L U' R U2' R' U' R U' R' U2' R U R' F' R U R' U' R' F R2 U' R' M' M U' M U' M' U M' M' M U M2' U M2' U' M2' U2' M2' U2' M2',72,2.8598665395614873,"0 0 0 271 512 1319 1330 1621 1770 1980 3604 3840 4144 4440 4741 5461 5639 5850 6272 6511 6785 7141 7199 7289 7381 10080 10833 11159 11672 11792 12631 12780 12992 13049 13200 13320 13473 13712 14673 14759 14850 14943 15090 15154 15241 15300 15359 15449 15540 15633 15720 16081 16090 18816 19440 19649 19862 20045 20194 20375 21696 21989 22233 22536 23220 23525 24001 24300 24689 24839 25049 25176",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284819,2026-03-16T15:29:20.988Z,33510,R2 B2 L2 F2 U' B2 D R2 D L2 U2 L B' U' L B2 R' B U L D',y2' F U D2 R D R' L D L' D2' R' D R D2' M D2' R' B' R L2' U' R2 R U R' U' R U2' R' U R U' R' R' U R M U2' L' B' L F R U R' U' F' R U R' F' R U R' U' R' F R2 U' R' M U' M' M2 U' M' U M' U2' M' U M M' U M U' M2' U M' U2' M2' U2' M U2',85,2.536556251865115,"0 0 153 901 1140 1261 1380 1771 1893 1949 3754 3900 4051 4170 6332 6840 7170 7382 7530 7650 10741 11042 11223 12241 12389 12451 12571 12634 12870 12990 13080 13142 13201 13290 14161 14310 14399 15308 15634 15753 15993 16000 17130 17311 17430 17490 17551 17701 19591 19650 19770 19920 19981 20041 20102 20222 20280 20341 20463 20550 20790 22000 22170 22291 23970 24510 24640 24781 25027 26880 27096 27239 27483 27816 27994 28242 28710 29400 30931 31170 31560 31867 32195 33277 33510",Roux,WCU_MY32_7776,Default Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
